Legends:
 - P: time periods since still exists and alive the address # 0: 0-1h, 1: 1h-3h, 2: 3h-12h, 3: 12h-24h, 4: 1d-3d, 5: 3d-1w, 6: 1w-1m,  7: 1-3m, 8:>3m
 - CurV: Current Balance of the address (now)
 - MaxV: Max blance in the last 3 months
 - CHG%: diff between current and max(3m) balance
 - 1h%: balance change in the last hour
 - 3h%: balance change in last three hours
 [...] 
 - 3m%: balance change in last three months
--------------------------------------------------------------------------------------------------------------------
                           address P    CurV    MaxV    CHG%     1h%     3h%    12h%     1d%     1w%     1m%     3m%  
18BDYwAzQAaRyymUGtxXuWepANirffvNzi 8   2.78K   2.78K   -0.12    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
39oM6nD6SrTashAJnud8iLfSEgRD8mgeWF 8  404.21  754.36  -46.42    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
17rZGnL1ZwXaRmXmyWghk8K9fbYAAS3PG9 8    3.30   2.07K  -99.84    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1G6SkV4RMMWnA9PjFiZpbMZaCSXLE8eDdU 8   1.74K   3.07K  -43.32    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1CzbWrLswUJVCJZjHecp6Q4ce6VrGNAXoT 8    0.00   1.83K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
18MvWYVTqa1SD6MWA87yDu1GiokN1csXRq 8   2.75K   2.75K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1PufBJk2c2HYq5wNap9yjmjSw6G3iD6mr5 8    0.09   7.44K -100.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1MW5d9oNRBkdYkYhZWwu1NFSgDfYUiNcRh 8   2.37K   2.37K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1MeCzxxB8eDd17DaocFLQaQtH8seVjNM67 8  10.00K  10.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16Z1jD3ev9LnPkTr9LuqcLztq5ZMB8KENz 8  10.00K  10.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3FTqJysBhSuSqo6cm8WVeQV9s5gpaABVdm 8  16.00K  21.00K  -23.81   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1ATLxxvGAZxBsmHUitNiBYLS1hbfvAkDBF 8   2.05K   2.05K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
17DtdyZHCwSjGq3RzhZgVsQe53Sw4uJX5i 8   7.00K   7.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
19a14GZW22rqri82pcCD84BmPQP2BC7Dh9 8   4.10K   5.19K  -20.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1JNH23J6ogcrABu6bvC9mUJcG9qFnLja1M 8   2.55K   2.55K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
 18CkY379YXpox7Gxee7bfKuSu2TV47TGV 8   2.92K   5.65K  -48.37   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1M4pLzLhN4ix44jaoJpjiTYV58oRgUf675 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1FmuPJB9zoFe3ouuKMMSB9Szqh5KY43szm 8   2.80K   2.80K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
15h6A2a3D31vRviBDdSpvhLtYJq3aePhdW 8    0.00  40.10K -100.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3DR33tna8PcPp4xGNrotKvNhbG28TUsxNR 8  14.50K  14.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1CaDNCkaMkcdog7JmCbFHBY7VBGjY9az89 8   2.50K   2.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1NPjX9tLgP5fdrhyzAjgPro8CvSSRpk57C 8    0.00   4.43K -100.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1L2hkuEw9VnWDEbW74ceS5prXLpE4Uu1Nz 8    0.00   2.39K -100.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1JtpgqCf3SSeCeYWEDJjkfYFH7Ruhy4Vp1 8  10.00K  10.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1LL8xtDMef4vdbuddaYdMyXTz5wi5MahHG 8    0.00  10.90K -100.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
18otN4CVho6rYNNsX38DXN6SmgyHrJb9vi 8   2.10K   2.10K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
13JPo4FzHEwZLHxwDEmiwbSs75xFcM9Xnq 8   2.10K   2.10K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1LP2qJCfkM2fDLoPjb6okuJim6cnbVgRuz 8    0.00  23.00K -100.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3MXV5XgsnQ5mfrzhkiZReuWfgidYTh3Vzz 8    0.00   7.61K -100.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3Ax4XaV7o8dDFtGBCWpfQuDfCttXerfiJR 8   2.16K   2.16K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3LAthb3CxUDrUyU8YPkEfi8gs3FFKKDrY8 8   2.29K   2.40K   -4.42    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
34Zxh8UYaFisnjcCGCMdeLnpz7E2zU3uKD 8   1.81K   3.01K  -39.87    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
178iknxczYc9v6wy4CzTNqf2hdmXKhyChN 8   5.37K   5.37K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
32MKGhKdTqEQZrrtd7iemEETz8bn7CJEaW 8  21.59K  39.47K  -45.29    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16cou7Ht6WjTzuFyDBnht9hmvXytg6XdVT 8  45.00K  53.00K  -15.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
15CVfJUC1LKn1GKZx6RM5UMbFfnTd8vTT4 8  44.01K  44.01K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1L9e2x2MyX3afBYKQF8KFzScTJp73E3d3Q 8    0.00  47.06K -100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16GLGMipWNt5Fw9pcAbfxjgwdFgaAE2RnX 8   3.79K   7.92K  -52.17    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16HC2oNNjmhXgGqf4YYZwSfRK4meVpAGm7 8   9.42K   9.44K   -0.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Ev8DyvuirvciURi68EovJo7CT6jnriABB 8   2.76K   2.76K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
155PdjJJDhZRnJRBftqyVAqqXGhHxGUrxy 8  22.39K  22.39K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1KgAbLMkyAV4SKNEe12LHkp61mxPVinQxx 8   4.81K   4.81K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16ZbpCEyVVdqu8VycWR8thUL2Rd9JnjzHt 8    0.00  66.65K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
166vXQGGe7PtNN4S61FWsg3QCeneqwy87r 8   2.31K   2.31K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1KiVwxEuGBYavyKrxkLncJt2pQ5YUUQX7f 8    0.00  66.58K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
15RFxJaCwHzEKwayAUqEJ6PGMzsEJrH6ch 8    0.00   2.28K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1LtHYeQf6o1f8JhDRGJexc6sQkRQwoke5m 8   2.26K   2.26K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
14e7XAZbepQp9MXXzjNG3fNLoAUpaBAXHW 8    0.00  66.21K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
12qvP6QN9PzYyir6TyLUzGqZXmu1ad441K 8    0.00   2.26K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
18f1yugoAJuXcHAbsuRVLQC9TezJ6iVRLp 8    0.00  66.16K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1HEbPDBSA7tJTwjsCQV6SdvSNPHHTfbsmf 8   2.25K   3.29K  -31.38    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Mdm6o3ixChzA2ED3mLrm75bY9KSqUfL2r 8    0.00   2.25K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
18KBLxW6iZwop3GeVKELzwVfotZ7m8sYoY 8    0.00   5.30K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1Ct1YRZBxHQbBp3rsJsJyuse3yz7itW9mb 8    0.00   4.64K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3N2q3NVEvXifbrJGU4gYXiwS9iWdX5FuLF 8    0.00   2.60K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1J3rDe9i9BjuDUr2zD43R76dsDFRVr2DB8 8   4.60K   4.60K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
19Mz2o9RDABT74SA9njZqMtJXKEzj2qUoH 8    0.00  40.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1Q6ACJfMqZwfmofU3jQt2mSwH6FPNhHRri 8    0.00   4.56K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1EQvpVvPVtZrwwrSoXY1mMrdVuCqaiVKEy 8    0.00   3.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1M7uPh2pooYbjQ5NSMQVCE6YF9BRW35FwK 8   4.50K   4.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3LUNrbVLJS4YY6qTA4KLRc4oXa7svbAFSJ 8    0.00   2.20K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
36iWyYJaGgF4LUvvaG5j8DpGfDwEaKtfLL 8    0.00   4.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1KnJcwppF2x3YcCaMi9LJt6orPoayR2aLi 8   2.20K   2.20K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
17pqb8Ldah7rpdmazFJu1FML2sU9od4P5F 8    0.00   2.20K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1KMSc9NVZthdFEnkHN5KHdULoGuR5x2Xjt 8   1.59K   6.66K  -76.16    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
38oA9FquNZ36SBf3ms9k1wvZ2zAwH7TYo2 8   4.50K   4.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1GyJbgzKwQasfdQQvYx7Tbyoi3mEJx2Qq7 8    0.00  25.62K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
16NRpRNn8UzA91Tst5vcEPV2A5SJsQLPrg 8    0.00   4.48K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1AA2UDWf6QKTyZ8uhVjJQHqM4vSDAnhZ9X 8    0.00   2.15K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
17R8cVY8R58c8FdveedsfVfA8Ug1X5dcSh 8    0.00   4.39K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1PjLLS885vcn67NVD7AFAMyPTFLGV5RSdr 8    0.00   2.14K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
329Dq1pkBcZVxm5Ui7wS2HTVdwzEqE7exh 8    0.00   4.35K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1AiqNnHDUCbS1tbVxDAyhLoDxT6C6yRRqq 8    0.00  25.29K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1QEEvKnPjGyWsvGQPSm7xkVuKHbEge5bhv 8   2.13K   2.13K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3J5KeQSVBUEs3v2vEEkZDBtPLWqLTuZPuD 8  24.66K  42.28K  -41.68    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1KpctCJYMQZMMAdHJGn4nbPKtoHdV5CZTC 8   2.30K   2.30K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1EQc3Mq9FD56Z8sAarCdkat6XARaH9W6fg 8   4.30K   4.30K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1JzKaB1khmYrE4dT5qacpmWmypRNY6vshF 8   2.11K   2.11K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
35WW5LpvzAAjVBjnTnh5cz2gtUoxTSdRun 8    0.00   4.57K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
19tB13y9eDCD238rxCMNs3dKQ8RA9EVgop 8  24.00K  24.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
32bxLX9T8BpoY1tUBABFvWLpqhCMq12KDx 8    0.00   3.05K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1DcdnHDrYosYy1QwQrBhGac6yw7e4BF5u4 8   4.03K   7.08K  -43.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
15Ra6YMAqq83NHNEMEQ6CKtBvpF4tPfHqt 8   4.12K   5.41K  -23.76    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3NhjJfDndH6ty3uGNCD3ZmxdREwaQ6CSdk 8  16.01K  26.01K  -38.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1E6mijNx2xKzRt6KXiqZncUmybgYN4cn2X 8   4.00K  29.85K  -86.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Gnhy34EBtz9ftQdGZooGTpVE6E9wL2VZN 8  21.74K  21.74K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
15vTJxjGEBfCGSC2jDZA6E4Ad3vCLvzkHZ 8   2.10K   2.10K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
17rrgRgZhajHTpVjEEYYaRCjuCseDBQz4V 8   3.94K   3.94K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1977kdx7A4y6c7aMA1TPi2kkXUhNG9Wuyo 8    0.00   4.38K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1A1RmbbVoL4pnMZfvgZQvhamiyMqHrap9Q 8    0.00  32.94K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1Dp31GmoGkCRTowBrFpo84T8nEt5vsQCv7 8    0.00   3.75K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1JLNhuwCQ1GJMdXcpYrfL8oPjzWVQnx3sb 8    0.00   2.57K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1QC7ZzJQD6c9oRyYUkqJbRktT7AP91TxBr 8   5.63K   5.63K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3B3x2ecxL3Y1uJJkchQ41SCaBfJj2D1j3p 8    0.00  15.96K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1LDWDufjU5ATbozDZY3uChb7oPAbDaiB7K 8  15.00K  15.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
153aPFqYf3X2npMWpqCDZtkwUB6y3dtvWi 8    0.00   3.61K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3JdjYcboznCuSAwLxEtSP8fonhLApRncSm 8    0.00   3.79K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1H6ksPJXL1H2dFuVLkLvA5BYJWstHeQ4ca 8   2.05K   2.46K  -16.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1GqQ4QnRkfNECkkMYAH5mpj4nTDD8XfynX 8    0.00   2.04K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
12tT4cSjRRsncwwv1YUKnbXuouaMfT5DnN 8  14.03K  30.00K  -53.22    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3F1w2X9PAjCBV3AU2TZB2EdktNERU2znrQ 8   3.60K   3.60K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Jkyzi2ggWuwFojmH6mEfyeniGyjQfBiVk 8    0.00  14.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1HDX7V95uaZxU6eGLb9rPnGwS2AZwzWgde 8    0.00   3.58K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1GP1vbAyW6RCHNmj1Gc1PAcxbPhTP1rt8f 8   3.57K   3.57K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
14g414jpNFBLwiEhA79zwZ818et1raJHot 8    0.00   2.03K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
19tuxqhzgwC6B9hhLHDLJkocx8LaaCS56s 8  12.00K  14.50K  -17.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1GC2TcADg3K7ERGf4AZgUHNtN7VPhRmPR3 8   2.02K   2.02K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1FtH3seoZHXe1aCjgQxGy5R1UcBpHmAPMf 8    0.00   3.49K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
33Xqnx4mzcrpkPZtu98A884xadnrDu8y8D 8  11.74K  11.74K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1LVVL67x1kUi18WKjUHjX1pg6Bhr7E59fo 8    0.00   3.49K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1ASYwBjwHw2cs2FfsLow4rigSsU6xi1Pw5 8    0.00   3.45K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
3Cg3oypyypMBz1bY8kWyYifwXqnTj5iuCo 8  41.58K  41.58K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3KbWWjumBGLBUWYCeidydxe1uET9QyWoEg 8    5.32   6.90K  -99.92   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
31sEM2fEA2WyR2zUNBrrTLNzFZWM9jMVvv 8   5.00K  14.00K  -64.29    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3HTjQqsPvJAQuqD2SGidbcem8fra8N4rki 8    0.00   3.36K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
14kZTznbj9zPUAKZuGjopsNgrZWEWbtuUw 8   3.19K   3.19K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Nm3kgkieEHavAAD8qhb2zPi2kENDGvViJ 8    0.00   4.36K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1EBLPT7vEn7Dm7k2JCJC8KNBtrF7n59wY7 8    0.00  10.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
18k9tin39LKegFzHe8rxSgvJXDpuMriGJq 8  10.00K  10.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3CAnTrX9eFZodpyjoyR5hv6VxgLAdBvXUS 8    0.00   7.92K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
32C5MJUzKsuzzmXMw6Mv2s4aSyymu4Z9X1 8  10.00K  10.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Dh4aWYAfZ6VEV3K2vZ7QqfeiGRUzAcaJP 8  10.00K  10.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
33vpLgKtNoHGHMpdwWsjPjyvbVxTVFPDED 8   9.99K  40.29K  -75.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3CQeifZSTtJtNbpgEMD4FMBKwgtPe3Kvgr 8   9.50K   9.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
38hJkBSRLAjGq8Sik5pXahxvqhCBW9PuVb 8    0.00   5.30K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1PMciagQBEFrz3G8Jv8xxcexCY64CE8mBn 8    0.00   3.01K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1JBxfFA668UXCavUyW3QyCFB34BNW4eAHt 8   9.11K   9.11K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
12Q18uwjHJo13UCws46xKyyeuZomZwdywB 8    0.00   3.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1D1peYwhzCFcAysGbSkKyvhVT1SPGNS4vg 8    0.00   9.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1MrV7tA2TPTbym5FDD39i4cbagL9Q7cDsn 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
17UUsmejDsjJEtbRcotd289ADp7ZdanH5k 8    0.00  37.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1BmdAcc8Dorn1uNSAMdDxby6ir3Hi44t99 8   8.76K   8.90K   -1.63    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16K2kwVos7HNRBTQ6Y882irbyovwintmua 8    0.00   3.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1FZNqYdbJDZLHavEYW1W7udFiYwedn5mZ5 8    0.00   7.70K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
16SF8mgBPyaT5i8aapH4C34tYMjKZEnHJs 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
32JCGPyGZiktWN9pDPp5t9qJjNfnsDkVHU 8   7.62K   7.62K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Eb2ZGmmgBkkaM5iu7ED42qHAddj7nvD3Z 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
15Nj6Jkf4y8gGWFCNk1347jiR4JHk1QS1b 8    0.00   3.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1HHryN3EzTraDzgtDwLKWGaiws5TcRzrMG 8    0.00   7.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1BQ24Y9YWHz2yFEBgEPCHf3ZdK7L9U76E5 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
15uAHzWBCBmdAoGZit3tq3mV2HyGNjrJpo 8    0.00   7.50K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
19PJ6XwsGPQXEqoY2B4eAVGchxhaf7dPRn 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1MRK6pgR85mHwLY4YfCfq1XZdupLijxyye 8    0.00  10.85K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
14mE6LPzkraTzA26xG1cy3g2Amova196VQ 8    0.00   3.00K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
15bGPN4ZxpqgJ3phn1AecytohRyKfK6Tcw 8    0.00   7.36K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1Aim3CmoJw36525tjx7L9Efx8QT8xa9ETv 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1AiC1H4DxgGf12rNSJUqBTJCwv6oQ6SEZ4 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16NMRG6jA5J5DzfN1SABpK9fZKUKY2h2Vg 8   7.16K  10.70K  -33.12    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1FjYGSVod9tVZ3VMDMwSt53Mx8M2v6RA3y 8    0.00   2.99K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
34uShiztYM8tYuq37i22MmAr3EPGbDUwiC 8   7.00K   7.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1AWHmfqNjysaYEsAKg5sKuSo6GbrfnYSSw 8   7.30K   7.82K   -6.71    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1KZP6hWyz446HwRuCefNu5uMJ3s2dRtUiz 8    0.00   7.09K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1L8XJZrzYYLYMzJmDFE9xzhgGtVCK1hctg 8   6.40K   6.40K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1ED34TZ8feCy6SnWcLUHsX5wAze692Pn3F 8   2.80K   2.80K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
17iaGxK2LscqE6JsJsWA43oXwTWzbiCozs 8   2.80K   2.80K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3FMrrpfmSQztHy6Rv8n3jdHarkHhuJJtfv 8   2.80K   2.80K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3Pd5Hd1eVD3sqmupLH6MBS9BnGReoieoes 8  323.50   7.77K  -95.83   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
14KnxEtbGzxQmcHfTegaCyasVzBpKMF951 8   6.08K   8.50K  -28.49    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Dzz3XnDxYve8m3BPhJ9j2sPLFfD4yQZpX 8    0.00   2.75K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1FDgnhKR2PnUyVhrEwrGX2MxSk2YDrj7c5 8   5.99K   5.99K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
15Ys8FPBpuxmC7tHotUo6cTCDAYbmmnfx6 8    0.00   2.73K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
15JSd5PHL34sg4LgJoMHPsWDtrjZ3hx24J 8   5.94K   5.94K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
 1gZ4dA2iA3FH9MowYmBeMqE5JfR43Y7QL 8    0.00   2.73K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
18qXCmfuaLf7rBCJjHdXj4YtLBkqVt3ofB 8   5.86K   5.86K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
13YfDrMvYP2VZZyYMeEWVC9ubpPVCXPJDN 8   2.72K   2.72K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1HbBKEv7LcdKWXncn61ygd7tNkYYjKGHSj 8   2.72K   2.72K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
17io988B3UVh4qjyZUwf7AZVmnZBdE5QHK 8   2.63K   5.63K  -53.31    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
14EcFPpetLiXq7Y7EvTqqEpMXQd41oerN9 8    0.00   5.42K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
1B8XBJ3g7sNZj4AUtJ15UgcfE3waYw7pPL 8   2.70K   3.86K  -30.04   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1H3rqRbs3QTDzH5po6c9xeoc9xpwhWQUQB 8    0.00   5.20K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
15YoDfLcYWpY39C5eHANviTj1CjQ75UH5e 8   2.69K   3.37K  -20.12    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1BUWhN22ezSjEt1Nqnb1SiFsNk3rXidgVZ 8    0.00   5.14K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
37aj4vmUi7dBLxEZKX3AumTZSran5tpSYu 8    0.00   5.13K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
15vqKKx5LX6oc5TATJ7uJmbu55QvaLg3W7 8   2.66K   2.66K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
14vkQnKsm1ip2JBzYN55zB3CNNEfanjHu6 8   2.66K   3.81K  -30.26    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1CygExri87DitCKmZSJMbBJZokJHJHqQzY 8    0.00   2.64K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
